"CountyState","lon","lat","CountryofBirth","MajorClassAdmission","Admissions"
"Ada County, Idaho",-116.2420304,43.478767,"China, People's Republic","ImmediateRelativesParents","D"
"Ada County, Idaho",-116.2420304,43.478767,"China, People's Republic","FamilyPreference4th","4"
"Ada County, Idaho",-116.2420304,43.478767,"Singapore","EmploymentPreference2nd","D"
"Ada County, Idaho",-116.2420304,43.478767,"Nepal","RefugeeandAsyleeAdjustments","13"
"Ada County, Idaho",-116.2420304,43.478767,"Korea, South","EmploymentPreference5th","D"
"Ada County, Idaho",-116.2420304,43.478767,"Taiwan","ImmediateRelativesSpouses","D"
"Ada County, Idaho",-116.2420304,43.478767,"Vietnam","FamilyPreference3rd","5"
"Ada County, Idaho",-116.2420304,43.478767,"Vietnam","Other","D"
"Ada County, Idaho",-116.2420304,43.478767,"Philippines","FamilyPreference1st","D"
"Ada County, Idaho",-116.2420304,43.478767,"Vietnam","ImmediateRelativesSpouses","5"
"Ada County, Idaho",-116.2420304,43.478767,"Japan","EmploymentPreference3rdSkilled","D"
"Ada County, Idaho",-116.2420304,43.478767,"Bangladesh","EmploymentPreference2nd","D"
"Ada County, Idaho",-116.2420304,43.478767,"Laos","ImmediateRelativesSpouses","D"
"Ada County, Idaho",-116.2420304,43.478767,"Japan","ImmediateRelativesSpouses","D"
"Ada County, Idaho",-116.2420304,43.478767,"Bangladesh","FamilyPreference2nd","D"
"Ada County, Idaho",-116.2420304,43.478767,"Bhutan","RefugeeandAsyleeAdjustments","27"
"Ada County, Idaho",-116.2420304,43.478767,"Korea, South","ImmediateRelativesSpouses","D"
"Ada County, Idaho",-116.2420304,43.478767,"Sri Lanka","ImmediateRelativesSpouses","D"
"Ada County, Idaho",-116.2420304,43.478767,"Thailand","ImmediateRelativesChildren","D"
"Ada County, Idaho",-116.2420304,43.478767,"Korea, South","Other","D"
"Ada County, Idaho",-116.2420304,43.478767,"Thailand","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","Other","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","DiversityProgram","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference2nd","7"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesSpouses","14"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, North","RefugeeandAsyleeAdjustments","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference3rd","30"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","EmploymentPreference4th","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","ImmediateRelativesParents","9"
"Adams County, Colorado",-104.1930918,39.8398269,"India","FamilyPreference1st","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesChildren","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Thailand","ImmediateRelativesSpouses","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Taiwan","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference4th","18"
"Adams County, Colorado",-104.1930918,39.8398269,"India","FamilyPreference2nd","6"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","EmploymentPreference3rdSkilled","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","ImmediateRelativesSpouses","7"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Indonesia","EmploymentPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","DiversityProgram","15"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference4th","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesParents","6"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","RefugeeandAsyleeAdjustments","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","FamilyPreference4th","18"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesSpouses","6"
"Adams County, Colorado",-104.1930918,39.8398269,"India","ImmediateRelativesSpouses","5"
"Adams County, Colorado",-104.1930918,39.8398269,"India","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesParents","6"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference1st","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","ImmediateRelativesParents","6"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference1st","8"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","RefugeeandAsyleeAdjustments","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Laos","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","ImmediateRelativesParents","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","ImmediateRelativesSpouses","4"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesChildren","7"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","RefugeeandAsyleeAdjustments","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference2nd","15"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference3rdSkilled","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference1st","14"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","ImmediateRelativesParents","4"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference3rdSkilled","6"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference3rdSkilled","43"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","Other","5"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","DiversityProgram","5"
"Alameda County, California",-121.7195459,37.6016892,"Laos","ImmediateRelativesSpouses","5"
"Alameda County, California",-121.7195459,37.6016892,"Japan","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference3rdUnskilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","ImmediateRelativesSpouses","6"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference3rdSkilled","17"
"Alameda County, California",-121.7195459,37.6016892,"Japan","DiversityProgram","4"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference1st","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, North","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","RefugeeandAsyleeAdjustments","33"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesSpouses","58"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference2nd","7"
"Alameda County, California",-121.7195459,37.6016892,"Japan","ImmediateRelativesParents","5"
"Alameda County, California",-121.7195459,37.6016892,"Japan","ImmediateRelativesSpouses","42"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference4th","38"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference3rd","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference2nd","13"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","DiversityProgram","9"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","ImmediateRelativesSpouses","14"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","ImmediateRelativesParents","6"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","RefugeeandAsyleeAdjustments","215"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesSpouses","299"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesChildren","36"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesParents","351"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference4th","617"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference3rd","126"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference2nd","209"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference1st","78"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference5th","69"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference3rdUnskilled","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference3rdSkilled","101"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference2nd","146"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference1st","182"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesSpouses","16"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference3rd","18"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesChildren","4"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","DiversityProgram","8"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesParents","6"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesParents","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesChildren","11"
"Alameda County, California",-121.7195459,37.6016892,"Burma","RefugeeandAsyleeAdjustments","56"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesSpouses","15"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesParents","29"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference4th","201"
"Alameda County, California",-121.7195459,37.6016892,"India","Other","7"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesParents","321"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesChildren","26"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesSpouses","227"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference2nd","92"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference3rd","53"
"Alameda County, California",-121.7195459,37.6016892,"India","RefugeeandAsyleeAdjustments","43"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference5th","7"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference1st","21"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference3rdSkilled","104"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference4th","18"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference2nd","1122"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference1st","319"
"Alameda County, California",-121.7195459,37.6016892,"India","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","ImmediateRelativesSpouses","13"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","FamilyPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","EmploymentPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","EmploymentPreference3rdSkilled","6"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","FamilyPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","DiversityProgram","7"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","ImmediateRelativesSpouses","12"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","ImmediateRelativesParents","6"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","FamilyPreference4th","14"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","EmploymentPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Bhutan","RefugeeandAsyleeAdjustments","21"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference3rd","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference4th","13"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference2nd","50"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference2nd","12"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference3rdSkilled","10"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesSpouses","250"
"Alameda County, California",-121.7195459,37.6016892,"Macau","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Macau","FamilyPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","ImmediateRelativesSpouses","10"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference2nd","283"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference1st","38"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference3rdUnskilled","6"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference3rdSkilled","80"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference2nd","16"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","ImmediateRelativesSpouses","5"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","RefugeeandAsyleeAdjustments","17"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","EmploymentPreference3rdSkilled","4"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference3rdSkilled","15"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference4th","57"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","RefugeeandAsyleeAdjustments","7"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesChildren","7"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesSpouses","36"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference4th","40"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference3rd","5"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesParents","41"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference2nd","21"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesSpouses","18"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","FamilyPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","EmploymentPreference3rdSkilled","5"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesChildren","90"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesParents","200"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference4th","150"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference3rd","32"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesSpouses","89"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference1st","21"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference3rdSkilled","6"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference2nd","57"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","RefugeeandAsyleeAdjustments","59"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","ImmediateRelativesParents","16"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","ImmediateRelativesSpouses","9"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","DiversityProgram","45"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference2nd","10"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference1st","18"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","DiversityProgram","5"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","RefugeeandAsyleeAdjustments","18"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesChildren","6"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","FamilyPreference2nd","11"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesParents","73"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference4th","212"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference3rd","114"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference4th","29"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference5th","7"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference3rdSkilled","22"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesChildren","11"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference3rd","5"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesSpouses","57"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesParents","10"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference2nd","32"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference2nd","8"
"Albany County, New York",-73.9359821,42.5756797,"Burma","ImmediateRelativesSpouses","D"
"Albany County, New York",-73.9359821,42.5756797,"Burma","ImmediateRelativesParents","D"
"Albany County, New York",-73.9359821,42.5756797,"Sri Lanka","EmploymentPreference3rdSkilled","D"
"Albany County, New York",-73.9359821,42.5756797,"Malaysia","RefugeeandAsyleeAdjustments","4"
"Albany County, New York",-73.9359821,42.5756797,"Taiwan","Other","D"
"Albany County, New York",-73.9359821,42.5756797,"Nepal","EmploymentPreference3rdSkilled","D"
"Albany County, New York",-73.9359821,42.5756797,"Taiwan","EmploymentPreference3rdSkilled","D"
"Albany County, New York",-73.9359821,42.5756797,"Cambodia","ImmediateRelativesSpouses","D"
"Albany County, New York",-73.9359821,42.5756797,"Taiwan","ImmediateRelativesSpouses","D"
"Albany County, New York",-73.9359821,42.5756797,"Thailand","ImmediateRelativesSpouses","D"
"Albany County, New York",-73.9359821,42.5756797,"Thailand","ImmediateRelativesChildren","D"
"Albany County, New York",-73.9359821,42.5756797,"Nepal","RefugeeandAsyleeAdjustments","12"
"Albany County, New York",-73.9359821,42.5756797,"India","FamilyPreference2nd","D"
"Albany County, New York",-73.9359821,42.5756797,"Singapore","EmploymentPreference2nd","D"
"Albany County, New York",-73.9359821,42.5756797,"Singapore","EmploymentPreference1st","D"
"Albany County, New York",-73.9359821,42.5756797,"Philippines","ImmediateRelativesChildren","D"
"Albany County, New York",-73.9359821,42.5756797,"Thailand","RefugeeandAsyleeAdjustments","34"
"Albany County, New York",-73.9359821,42.5756797,"Vietnam","FamilyPreference3rd","D"
"Albany County, New York",-73.9359821,42.5756797,"India","EmploymentPreference3rdSkilled","6"
"Albany County, New York",-73.9359821,42.5756797,"China, People's Republic","RefugeeandAsyleeAdjustments","9"
"Albany County, New York",-73.9359821,42.5756797,"Burma","RefugeeandAsyleeAdjustments","75"
"Albany County, New York",-73.9359821,42.5756797,"China, People's Republic","ImmediateRelativesChildren","D"
"Albany County, New York",-73.9359821,42.5756797,"China, People's Republic","FamilyPreference4th","D"
