"CountyState","lon","lat","MajorClassAdmission","Admissions","CountryofBirth","originlon","originlat","GEOID","level"
"Washington County, Oregon",-123.1386021,45.5469616,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"41067","county"
"Davidson County, Tennessee",-86.8220341,36.1342563,"FamilyPreference2nd","D","Bhutan",90.433601,27.514162,"47037","county"
"Hampden County, Massachusetts",-72.6624209,42.1172314,"FamilyPreference2nd","D","Bhutan",90.433601,27.514162,"25013","county"
"Queens County, New York",-73.7948516,40.7282239,"EmploymentPreference3rdUnskilled","D","Bhutan",90.433601,27.514162,"36081","county"
"Snohomish County, Washington",-121.8339472,48.0329979,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"53061","county"
"Allegheny County, Pennsylvania",-80.0087746,40.4450813,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"42003","county"
"DeKalb County, Georgia",-84.2278796,33.7956441,"RefugeeandAsyleeAdjustments","92","Bhutan",90.433601,27.514162,"13089","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"RefugeeandAsyleeAdjustments","26","Bhutan",90.433601,27.514162,"42101","county"
"Kent County, Michigan",-85.520024,43.0097027,"RefugeeandAsyleeAdjustments","43","Bhutan",90.433601,27.514162,"26081","county"
"Jackson County, Missouri",-94.315422,38.9914998,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"29095","county"
"Cass County, North Dakota",-97.1215579,47.071168,"RefugeeandAsyleeAdjustments","74","Bhutan",90.433601,27.514162,"38017","county"
"Dauphin County, Pennsylvania",-76.7336521,40.2734277,"ImmediateRelatives-Parents","D","Bhutan",90.433601,27.514162,"42043","county"
"Spokane County, Washington",-117.4225481,47.658693,"RefugeeandAsyleeAdjustments","7","Bhutan",90.433601,27.514162,"53063","county"
"Queens County, New York",-73.7948516,40.7282239,"RefugeeandAsyleeAdjustments","4","Bhutan",90.433601,27.514162,"36081","county"
"Queens County, New York",-73.7948516,40.7282239,"ImmediateRelatives-Children","5","Bhutan",90.433601,27.514162,"36081","county"
"Pima County, Arizona",-111.6660725,32.057499,"RefugeeandAsyleeAdjustments","5","Bhutan",90.433601,27.514162,"04019","county"
"Mecklenburg County, North Carolina",-80.8543847,35.2632655,"RefugeeandAsyleeAdjustments","51","Bhutan",90.433601,27.514162,"37119","county"
"Hampden County, Massachusetts",-72.6624209,42.1172314,"RefugeeandAsyleeAdjustments","61","Bhutan",90.433601,27.514162,"25013","county"
"Gwinnett County, Georgia",-84.0167423,33.9190653,"RefugeeandAsyleeAdjustments","4","Bhutan",90.433601,27.514162,"13135","county"
"Hamilton County, Ohio",-84.564147,39.2355447,"RefugeeandAsyleeAdjustments","63","Bhutan",90.433601,27.514162,"39061","county"
"Dane County, Wisconsin",-89.5497632,43.0186073,"RefugeeandAsyleeAdjustments","12","Bhutan",90.433601,27.514162,"55025","county"
"Polk County, Iowa",-93.5003454,41.6278423,"RefugeeandAsyleeAdjustments","33","Bhutan",90.433601,27.514162,"19153","county"
"Multnomah County, Oregon",-122.5863211,45.5145659,"RefugeeandAsyleeAdjustments","11","Bhutan",90.433601,27.514162,"41051","county"
"Onondaga County, New York",-76.1783739,43.026819,"RefugeeandAsyleeAdjustments","30","Bhutan",90.433601,27.514162,"36067","county"
"Arapahoe County, Colorado",-104.332644,39.62031,"RefugeeandAsyleeAdjustments","57","Bhutan",90.433601,27.514162,"08005","county"
"Queens County, New York",-73.7948516,40.7282239,"ImmediateRelatives-Parents","D","Bhutan",90.433601,27.514162,"36081","county"
"Queens County, New York",-73.7948516,40.7282239,"ImmediateRelatives-Spouses","16","Bhutan",90.433601,27.514162,"36081","county"
"Worcester County, Massachusetts",-71.8571331,42.4096528,"RefugeeandAsyleeAdjustments","40","Bhutan",90.433601,27.514162,"25027","county"
"Kings County, New York",-73.9441579,40.6781784,"FamilyPreference2nd","D","Bhutan",90.433601,27.514162,"36047","county"
"Baltimore County, Maryland",-76.7336521,39.4647665,"ImmediateRelatives-Children","D","Bhutan",90.433601,27.514162,"24005","county"
"Albany County, New York",-73.9359821,42.5756797,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"36001","county"
"Guilford County, North Carolina",-79.8296743,36.0899873,"RefugeeandAsyleeAdjustments","12","Bhutan",90.433601,27.514162,"37081","county"
"Alameda County, California",-121.7195459,37.6016892,"ImmediateRelatives-Parents","D","Bhutan",90.433601,27.514162,"06001","county"
"Clark County, Nevada",-115.094045,36.0795613,"RefugeeandAsyleeAdjustments","5","Bhutan",90.433601,27.514162,"32003","county"
"Franklin County, Ohio",-82.9931607,40.0154745,"RefugeeandAsyleeAdjustments","217","Bhutan",90.433601,27.514162,"39049","county"
"Jackson County, Missouri",-94.315422,38.9914998,"RefugeeandAsyleeAdjustments","6","Bhutan",90.433601,27.514162,"29095","county"
"DuPage County, Illinois",-88.0900762,41.8243831,"RefugeeandAsyleeAdjustments","27","Bhutan",90.433601,27.514162,"17043","county"
"Denver County, Colorado",-104.990251,39.7392358,"RefugeeandAsyleeAdjustments","8","Bhutan",90.433601,27.514162,"08031","county"
"Dallas County, Texas",-96.8350999,32.8024682,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"48113","county"
"Baltimore County, Maryland",-76.7336521,39.4647665,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"24005","county"
"San Francisco County, California",-122.4194155,37.7749295,"DiversityProgram","D","Bhutan",90.433601,27.514162,"06075","county"
"Harris County, Texas",-95.3102505,29.7751825,"RefugeeandAsyleeAdjustments","17","Bhutan",90.433601,27.514162,"48201","county"
"San Francisco County, California",-122.4194155,37.7749295,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"06075","county"
"Hamilton County, Ohio",-84.564147,39.2355447,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"39061","county"
"Sacramento County, California",-121.3541631,38.47467,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"06067","county"
"Alameda County, California",-121.7195459,37.6016892,"RefugeeandAsyleeAdjustments","4","Bhutan",90.433601,27.514162,"06001","county"
"Ramsey County, Minnesota",-93.0615978,44.9963986,"RefugeeandAsyleeAdjustments","46","Bhutan",90.433601,27.514162,"27123","county"
"Summit County, Ohio",-81.5596427,41.0918991,"RefugeeandAsyleeAdjustments","173","Bhutan",90.433601,27.514162,"39153","county"
"Queens County, New York",-73.7948516,40.7282239,"DiversityProgram","D","Bhutan",90.433601,27.514162,"36081","county"
"Queens County, New York",-73.7948516,40.7282239,"EmploymentPreference2nd","D","Bhutan",90.433601,27.514162,"36081","county"
"Hennepin County, Minnesota",-93.5094574,45.0208911,"RefugeeandAsyleeAdjustments","5","Bhutan",90.433601,27.514162,"27053","county"
"Monroe County, New York",-77.7452081,43.2841246,"RefugeeandAsyleeAdjustments","54","Bhutan",90.433601,27.514162,"36055","county"
"Tarrant County, Texas",-97.3516558,32.7732044,"ImmediateRelatives-Parents","D","Bhutan",90.433601,27.514162,"48439","county"
"Cook County, Illinois",-87.697554,41.7376587,"RefugeeandAsyleeAdjustments","11","Bhutan",90.433601,27.514162,"17031","county"
"Jefferson County, Kentucky",-85.643487,38.1938097,"RefugeeandAsyleeAdjustments","79","Bhutan",90.433601,27.514162,"21111","county"
"Kings County, New York",-73.9441579,40.6781784,"Other","D","Bhutan",90.433601,27.514162,"36047","county"
"Kings County, New York",-73.9441579,40.6781784,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"36047","county"
"Dauphin County, Pennsylvania",-76.7336521,40.2734277,"RefugeeandAsyleeAdjustments","70","Bhutan",90.433601,27.514162,"42043","county"
"Maricopa County, Arizona",-112.4291464,33.2917968,"RefugeeandAsyleeAdjustments","12","Bhutan",90.433601,27.514162,"04013","county"
"Cuyahoga County, Ohio",-81.67582,41.433923,"RefugeeandAsyleeAdjustments","57","Bhutan",90.433601,27.514162,"39035","county"
"Ingham County, Michigan",-84.3542049,42.6468943,"RefugeeandAsyleeAdjustments","14","Bhutan",90.433601,27.514162,"26065","county"
"Wake County, North Carolina",-78.5660852,35.8031909,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"37183","county"
"King County, Washington",-121.9836029,47.5480339,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"53033","county"
"Hillsborough County, New Hampshire",-71.6673352,42.8334794,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"33011","county"
"Marin County, California",-122.7633036,38.083403,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"06041","county"
"Douglas County, Nebraska",-96.195132,41.3148116,"RefugeeandAsyleeAdjustments","93","Bhutan",90.433601,27.514162,"31055","county"
"Fayette County, Kentucky",-84.4802606,38.0606478,"RefugeeandAsyleeAdjustments","15","Bhutan",90.433601,27.514162,"21067","county"
"Essex County, Massachusetts",-70.9071236,42.7051144,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"25009","county"
"Tarrant County, Texas",-97.3516558,32.7732044,"RefugeeandAsyleeAdjustments","42","Bhutan",90.433601,27.514162,"48439","county"
"Ramsey County, Minnesota",-93.0615978,44.9963986,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"27123","county"
"Lancaster County, Pennsylvania",-76.1783739,40.0466571,"RefugeeandAsyleeAdjustments","23","Bhutan",90.433601,27.514162,"42071","county"
"Ada County, Idaho",-116.2420304,43.478767,"RefugeeandAsyleeAdjustments","15","Bhutan",90.433601,27.514162,"16001","county"
"Montgomery County, Ohio",-84.3542049,39.7620028,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"39113","county"
"Hillsborough County, New Hampshire",-71.6673352,42.8334794,"RefugeeandAsyleeAdjustments","7","Bhutan",90.433601,27.514162,"33011","county"
"New York County, New York",-73.9712488,40.7830603,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"36061","county"
"King County, Washington",-121.9836029,47.5480339,"RefugeeandAsyleeAdjustments","23","Bhutan",90.433601,27.514162,"53033","county"
"Suffolk County, Massachusetts",-71.0504229,42.3522866,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"25025","county"
"Contra Costa County, California",-121.9017954,37.8534093,"ImmediateRelatives-Parents","D","Bhutan",90.433601,27.514162,"06013","county"
"Baltimore County, Maryland",-76.7336521,39.4647665,"RefugeeandAsyleeAdjustments","D","Bhutan",90.433601,27.514162,"24005","county"
"Middlesex County, Massachusetts",-71.2874209,42.467206,"RefugeeandAsyleeAdjustments","7","Bhutan",90.433601,27.514162,"25017","county"
"Dallas County, Texas",-96.8350999,32.8024682,"RefugeeandAsyleeAdjustments","35","Bhutan",90.433601,27.514162,"48113","county"
"Kane County, Illinois",-88.4016041,41.987884,"RefugeeandAsyleeAdjustments","30","Bhutan",90.433601,27.514162,"17089","county"
"Fayette County, Kentucky",-84.4802606,38.0606478,"ImmediateRelatives-Spouses","D","Bhutan",90.433601,27.514162,"21067","county"
"Henrico County, Virginia",-77.3324425,37.5059332,"RefugeeandAsyleeAdjustments","25","Bhutan",90.433601,27.514162,"51087","county"
"St. Louis County, Missouri",-90.4125181,38.6103023,"RefugeeandAsyleeAdjustments","4","Bhutan",90.433601,27.514162,"29189","county"
"Erie County, New York",-78.8661589,42.9023958,"RefugeeandAsyleeAdjustments","34","Bhutan",90.433601,27.514162,"36029","county"
"Travis County, Texas",-97.6982272,30.2097015,"RefugeeandAsyleeAdjustments","12","Bhutan",90.433601,27.514162,"48453","county"
"Solano County, California",-121.9017954,38.3104969,"FamilyPreference2nd","D","Brunei",114.727669,4.535277,"06095","county"
"St. Lucie County, Florida",-80.543845,27.3225563,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"12111","county"
"Wayne County, Michigan",-83.336188,42.2790746,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"26163","county"
"Mercer County, New Jersey",-74.7337069,40.3028533,"FamilyPreference4th","D","Brunei",114.727669,4.535277,"34021","county"
"San Diego County, California",-117.1610966,32.7157305,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"06073","county"
"Wake County, North Carolina",-78.5660852,35.8031909,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"37183","county"
"Yuma County, Arizona",-113.9536466,32.6527533,"DiversityProgram","D","Brunei",114.727669,4.535277,"04027","county"
"Harris County, Texas",-95.3102505,29.7751825,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"48201","county"
"New York County, New York",-73.9712488,40.7830603,"EmploymentPreference3rdSkilled","D","Brunei",114.727669,4.535277,"36061","county"
"DeKalb County, Georgia",-84.2278796,33.7956441,"FamilyPreference2nd","D","Brunei",114.727669,4.535277,"13089","county"
"San Mateo County, California",-122.4014193,37.4337342,"EmploymentPreference3rdSkilled","D","Brunei",114.727669,4.535277,"06081","county"
"Gwinnett County, Georgia",-84.0167423,33.9190653,"EmploymentPreference3rdSkilled","D","Brunei",114.727669,4.535277,"13135","county"
"Tarrant County, Texas",-97.3516558,32.7732044,"FamilyPreference1st","D","Brunei",114.727669,4.535277,"48439","county"
"Washington County, Oregon",-123.1386021,45.5469616,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"41067","county"
"Cook County, Illinois",-87.697554,41.7376587,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"17031","county"
"San Mateo County, California",-122.4014193,37.4337342,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"06081","county"
"Los Angeles County, California",-118.2436596,34.0522265,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"06037","county"
"Los Angeles County, California",-118.2436596,34.0522265,"EmploymentPreference3rdSkilled","D","Brunei",114.727669,4.535277,"06037","county"
"Orange County, California",-117.8311428,33.7174708,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"06059","county"
"Denver County, Colorado",-104.990251,39.7392358,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"08031","county"
"Monmouth County, New Jersey",-74.123996,40.2589455,"EmploymentPreference4th","D","Brunei",114.727669,4.535277,"34025","county"
"New York County, New York",-73.9712488,40.7830603,"EmploymentPreference2nd","D","Brunei",114.727669,4.535277,"36061","county"
"Union County, New Jersey",-74.2883536,40.6595001,"ImmediateRelatives-Spouses","D","Brunei",114.727669,4.535277,"34039","county"
"St. Lucie County, Florida",-80.543845,27.3225563,"ImmediateRelatives-Children","D","Brunei",114.727669,4.535277,"12111","county"
"Davidson County, Tennessee",-86.8220341,36.1342563,"RefugeeandAsyleeAdjustments","94","Burma",95.955974,21.916221,"47037","county"
"Williamson County, Texas",NA,NA,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"48491","county"
"Allegheny County, Pennsylvania",-80.0087746,40.4450813,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"42003","county"
"San Francisco County, California",-122.4194155,37.7749295,"DiversityProgram","5","Burma",95.955974,21.916221,"06075","county"
"Hampden County, Massachusetts",-72.6624209,42.1172314,"DiversityProgram","D","Burma",95.955974,21.916221,"25013","county"
"Alameda County, California",-121.7195459,37.6016892,"FamilyPreference1st","D","Burma",95.955974,21.916221,"06001","county"
"Davidson County, Tennessee",-86.8220341,36.1342563,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"47037","county"
"Salt Lake County, Utah",-111.9522491,40.644188,"RefugeeandAsyleeAdjustments","52","Burma",95.955974,21.916221,"49035","county"
"San Francisco County, California",-122.4194155,37.7749295,"EmploymentPreference2nd","D","Burma",95.955974,21.916221,"06075","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"42101","county"
"El Paso County, Texas",-106.2051484,31.8039824,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"48141","county"
"Sacramento County, California",-121.3541631,38.47467,"ImmediateRelatives-Spouses","4","Burma",95.955974,21.916221,"06067","county"
"Allegheny County, Pennsylvania",-80.0087746,40.4450813,"RefugeeandAsyleeAdjustments","22","Burma",95.955974,21.916221,"42003","county"
"Douglas County, Nebraska",-96.195132,41.3148116,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"31055","county"
"Osceola County, Florida",-81.0754657,28.1019838,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"12097","county"
"Washtenaw County, Michigan",-83.8473015,42.3076493,"ImmediateRelatives-Children","D","Burma",95.955974,21.916221,"26161","county"
"Pasco County, Florida",-82.4319405,28.3232418,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"12101","county"
"Hartford County, Connecticut",-72.8042797,41.7924343,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"09003","county"
"Hartford County, Connecticut",-72.8042797,41.7924343,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"09003","county"
"Salt Lake County, Utah",-111.9522491,40.644188,"ImmediateRelatives-Spouses","4","Burma",95.955974,21.916221,"49035","county"
"Marion County, Indiana",-86.1751759,39.83619,"ImmediateRelatives-Spouses","18","Burma",95.955974,21.916221,"18097","county"
"Orange County, California",-117.8311428,33.7174708,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"06059","county"
"Norfolk County, Massachusetts",-71.1448516,42.17668,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"25021","county"
"Harris County, Texas",-95.3102505,29.7751825,"FamilyPreference2nd","4","Burma",95.955974,21.916221,"48201","county"
"Ector County, Texas",-102.5298028,31.8246483,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"48135","county"
"Mecklenburg County, North Carolina",-80.8543847,35.2632655,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"37119","county"
"Hartford County, Connecticut",-72.8042797,41.7924343,"RefugeeandAsyleeAdjustments","7","Burma",95.955974,21.916221,"09003","county"
"Multnomah County, Oregon",-122.5863211,45.5145659,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"41051","county"
"Macomb County, Michigan",-82.820974,42.7168759,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"26099","county"
"Mercer County, New Jersey",-74.7337069,40.3028533,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"34021","county"
"Franklin County, Ohio",-82.9931607,40.0154745,"RefugeeandAsyleeAdjustments","29","Burma",95.955974,21.916221,"39049","county"
"Washtenaw County, Michigan",-83.8473015,42.3076493,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"26161","county"
"Kent County, Michigan",-85.520024,43.0097027,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"26081","county"
"Orange County, California",-117.8311428,33.7174708,"FamilyPreference3rd","13","Burma",95.955974,21.916221,"06059","county"
"Kings County, New York",-73.9441579,40.6781784,"FamilyPreference4th","10","Burma",95.955974,21.916221,"36047","county"
"Davidson County, Tennessee",-86.8220341,36.1342563,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"47037","county"
"Montgomery County, Pennsylvania",-75.3878525,40.2290075,"ImmediateRelatives-Parents","4","Burma",95.955974,21.916221,"42091","county"
"Orange County, California",-117.8311428,33.7174708,"DiversityProgram","4","Burma",95.955974,21.916221,"06059","county"
"New Haven County, Connecticut",-72.8042797,41.3266911,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"09009","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"42101","county"
"Allegheny County, Pennsylvania",-80.0087746,40.4450813,"ImmediateRelatives-Children","D","Burma",95.955974,21.916221,"42003","county"
"Multnomah County, Oregon",-122.5863211,45.5145659,"RefugeeandAsyleeAdjustments","79","Burma",95.955974,21.916221,"41051","county"
"Solano County, California",-121.9017954,38.3104969,"ImmediateRelatives-Children","D","Burma",95.955974,21.916221,"06095","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"DiversityProgram","D","Burma",95.955974,21.916221,"42101","county"
"Summit County, Ohio",-81.5596427,41.0918991,"FamilyPreference1st","D","Burma",95.955974,21.916221,"39153","county"
"Washtenaw County, Michigan",-83.8473015,42.3076493,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"26161","county"
"Polk County, Iowa",-93.5003454,41.6278423,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"19153","county"
"Polk County, Iowa",-93.5003454,41.6278423,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"19153","county"
"Los Angeles County, California",-118.2436596,34.0522265,"FamilyPreference4th","62","Burma",95.955974,21.916221,"06037","county"
"Worcester County, Massachusetts",-71.8571331,42.4096528,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"25027","county"
"Montgomery County, Pennsylvania",-75.3878525,40.2290075,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"42091","county"
"Baltimore County, Maryland",-76.7336521,39.4647665,"FamilyPreference1st","D","Burma",95.955974,21.916221,"24005","county"
"Sacramento County, California",-121.3541631,38.47467,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"06067","county"
"New York County, New York",-73.9712488,40.7830603,"EmploymentPreference4th","D","Burma",95.955974,21.916221,"36061","county"
"Polk County, Iowa",-93.5003454,41.6278423,"RefugeeandAsyleeAdjustments","115","Burma",95.955974,21.916221,"19153","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"42101","county"
"Burlington County, New Jersey",-74.6868815,39.8558488,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"34005","county"
"Washtenaw County, Michigan",-83.8473015,42.3076493,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"26161","county"
"Howard County, Maryland",-76.964306,39.2873463,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"24027","county"
"Mercer County, New Jersey",-74.7337069,40.3028533,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"34021","county"
"Collier County, Florida",-81.4278984,26.069985,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"12021","county"
"Sacramento County, California",-121.3541631,38.47467,"RefugeeandAsyleeAdjustments","4","Burma",95.955974,21.916221,"06067","county"
"Travis County, Texas",-97.6982272,30.2097015,"FamilyPreference4th","D","Burma",95.955974,21.916221,"48453","county"
"Duval County, Florida",-81.6035062,30.3500511,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"12031","county"
"Monmouth County, New Jersey",-74.123996,40.2589455,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"34025","county"
"Philadelphia County, Pennsylvania",-75.1311874,40.0152766,"RefugeeandAsyleeAdjustments","50","Burma",95.955974,21.916221,"42101","county"
"Howard County, Maryland",-76.964306,39.2873463,"RefugeeandAsyleeAdjustments","43","Burma",95.955974,21.916221,"24027","county"
"Polk County, Florida",-81.6911559,27.8617347,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"12105","county"
"Harris County, Texas",-95.3102505,29.7751825,"FamilyPreference1st","D","Burma",95.955974,21.916221,"48201","county"
"Milwaukee County, Wisconsin",-87.9065334,43.0387949,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"55079","county"
"Monterey County, California",-121.3541631,36.3136201,"DiversityProgram","D","Burma",95.955974,21.916221,"06053","county"
"Sacramento County, California",-121.3541631,38.47467,"FamilyPreference4th","D","Burma",95.955974,21.916221,"06067","county"
"Washtenaw County, Michigan",-83.8473015,42.3076493,"EmploymentPreference2nd","D","Burma",95.955974,21.916221,"26161","county"
"Travis County, Texas",-97.6982272,30.2097015,"EmploymentPreference3rdSkilled","D","Burma",95.955974,21.916221,"48453","county"
"Douglas County, Nebraska",-96.195132,41.3148116,"RefugeeandAsyleeAdjustments","157","Burma",95.955974,21.916221,"31055","county"
"Mecklenburg County, North Carolina",-80.8543847,35.2632655,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"37119","county"
"Alameda County, California",-121.7195459,37.6016892,"FamilyPreference2nd","8","Burma",95.955974,21.916221,"06001","county"
"Alameda County, California",-121.7195459,37.6016892,"FamilyPreference4th","35","Burma",95.955974,21.916221,"06001","county"
"Broward County, Florida",-80.365865,26.190096,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"12011","county"
"Camden County, New Jersey",-75.0143824,39.8592439,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"34007","county"
"Broward County, Florida",-80.365865,26.190096,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"12011","county"
"El Paso County, Texas",-106.2051484,31.8039824,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"48141","county"
"Bucks County, Pennsylvania",-75.2479061,40.4107964,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"42017","county"
"Lancaster County, Pennsylvania",-76.1783739,40.0466571,"RefugeeandAsyleeAdjustments","55","Burma",95.955974,21.916221,"42071","county"
"Orange County, California",-117.8311428,33.7174708,"FamilyPreference4th","4","Burma",95.955974,21.916221,"06059","county"
"Hudson County, New Jersey",-74.0535126,40.7453199,"EmploymentPreference2nd","D","Burma",95.955974,21.916221,"34017","county"
"Tarrant County, Texas",-97.3516558,32.7732044,"DiversityProgram","D","Burma",95.955974,21.916221,"48439","county"
"Contra Costa County, California",-121.9017954,37.8534093,"DiversityProgram","D","Burma",95.955974,21.916221,"06013","county"
"Los Angeles County, California",-118.2436596,34.0522265,"ImmediateRelatives-Parents","34","Burma",95.955974,21.916221,"06037","county"
"Tulsa County, Oklahoma",-95.940971,36.1593471,"EmploymentPreference4th","D","Burma",95.955974,21.916221,"40143","county"
"New York County, New York",-73.9712488,40.7830603,"ImmediateRelatives-Parents","5","Burma",95.955974,21.916221,"36061","county"
"Clark County, Nevada",-115.094045,36.0795613,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"32003","county"
"Camden County, New Jersey",-75.0143824,39.8592439,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"34007","county"
"Ramsey County, Minnesota",-93.0615978,44.9963986,"EmploymentPreference4th","D","Burma",95.955974,21.916221,"27123","county"
"Marion County, Indiana",-86.1751759,39.83619,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"18097","county"
"Summit County, Ohio",-81.5596427,41.0918991,"RefugeeandAsyleeAdjustments","21","Burma",95.955974,21.916221,"39153","county"
"Multnomah County, Oregon",-122.5863211,45.5145659,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"41051","county"
"San Joaquin County, California",-121.1710389,37.9175935,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"06077","county"
"Douglas County, Nebraska",-96.195132,41.3148116,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"31055","county"
"Kings County, New York",-73.9441579,40.6781784,"FamilyPreference3rd","4","Burma",95.955974,21.916221,"36047","county"
"Kent County, Michigan",-85.520024,43.0097027,"FamilyPreference2nd","D","Burma",95.955974,21.916221,"26081","county"
"Dallas County, Texas",-96.8350999,32.8024682,"EmploymentPreference3rdSkilled","D","Burma",95.955974,21.916221,"48113","county"
"Pima County, Arizona",-111.6660725,32.057499,"EmploymentPreference1st","D","Burma",95.955974,21.916221,"04019","county"
"Guilford County, North Carolina",-79.8296743,36.0899873,"RefugeeandAsyleeAdjustments","38","Burma",95.955974,21.916221,"37081","county"
"Middlesex County, New Jersey",-74.3587473,40.4111363,"ImmediateRelatives-Parents","D","Burma",95.955974,21.916221,"34023","county"
"Hampden County, Massachusetts",-72.6624209,42.1172314,"RefugeeandAsyleeAdjustments","D","Burma",95.955974,21.916221,"25013","county"
"Franklin County, Ohio",-82.9931607,40.0154745,"ImmediateRelatives-Spouses","D","Burma",95.955974,21.916221,"39049","county"
