"CountyState","lon","lat","MajorClassAdmission","Admissions","CountryofBirth","originlon","originlat","GEOID","level"
"Henrico County, Virginia",-77.3324425,37.5059332,"EmploymentPreference3rdUnskilled","5","Korea, South",127.766922,35.907757,"51087","county"
"Contra Costa County, California",-121.9017954,37.8534093,"EmploymentPreference2nd","46","Korea, South",127.766922,35.907757,"06013","county"
"Bucks County, Pennsylvania",-75.2479061,40.4107964,"ImmediateRelatives-Parents","7","Korea, South",127.766922,35.907757,"42017","county"
"Palm Beach County, Florida",-80.2767327,26.6514503,"EmploymentPreference2nd","7","Korea, South",127.766922,35.907757,"12099","county"
"Clark County, Nevada",-115.094045,36.0795613,"FamilyPreference1st","D","Korea, South",127.766922,35.907757,"32003","county"
"Broward County, Florida",-80.365865,26.190096,"DiversityProgram","D","Korea, South",127.766922,35.907757,"12011","county"
"Pinellas County, Florida",-82.7778579,27.876394,"FamilyPreference3rd","D","Korea, South",127.766922,35.907757,"12103","county"
"Denver County, Colorado",-104.990251,39.7392358,"ImmediateRelatives-Spouses","9","Korea, South",127.766922,35.907757,"08031","county"
"King County, Washington",-121.9836029,47.5480339,"FamilyPreference4th","12","Korea, South",127.766922,35.907757,"53033","county"
"Cook County, Illinois",-87.697554,41.7376587,"EmploymentPreference3rdSkilled","85","Korea, South",127.766922,35.907757,"17031","county"
"Montgomery County, Maryland",-77.2405153,39.1547426,"EmploymentPreference1st","14","Korea, South",127.766922,35.907757,"24031","county"
"Oakland County, Michigan",-83.336188,42.5921924,"FamilyPreference4th","D","Korea, South",127.766922,35.907757,"26125","county"
"Honolulu County, Hawaii",-157.8584319,21.3069857,"ImmediateRelatives-Parents","15","Korea, South",127.766922,35.907757,"15003","county"
"King County, Washington",-121.9836029,47.5480339,"FamilyPreference1st","4","Korea, South",127.766922,35.907757,"53033","county"
"Oakland County, Michigan",-83.336188,42.5921924,"EmploymentPreference4th","4","Korea, South",127.766922,35.907757,"26125","county"
"King County, Washington",-121.9836029,47.5480339,"EmploymentPreference4th","12","Korea, South",127.766922,35.907757,"53033","county"
"Ada County, Idaho",-116.2420304,43.478767,"EmploymentPreference3rdSkilled","D","Korea, South",127.766922,35.907757,"16001","county"
"Lee County, Florida",-81.9534815,26.6630286,"ImmediateRelatives-Spouses","D","Korea, South",127.766922,35.907757,"12071","county"
"Ventura County, California",-119.1390642,34.3704884,"EmploymentPreference3rdSkilled","D","Korea, South",127.766922,35.907757,"06111","county"
"Ventura County, California",-119.1390642,34.3704884,"EmploymentPreference2nd","4","Korea, South",127.766922,35.907757,"06111","county"
"Sacramento County, California",-121.3541631,38.47467,"FamilyPreference2nd","D","Korea, South",127.766922,35.907757,"06067","county"
"Harris County, Texas",-95.3102505,29.7751825,"DiversityProgram","D","Korea, South",127.766922,35.907757,"48201","county"
"San Bernardino County, California",-116.419389,34.9592083,"FamilyPreference2nd","6","Korea, South",127.766922,35.907757,"06071","county"
"Ventura County, California",-119.1390642,34.3704884,"EmploymentPreference1st","D","Korea, South",127.766922,35.907757,"06111","county"
"San Bernardino County, California",-116.419389,34.9592083,"FamilyPreference4th","D","Korea, South",127.766922,35.907757,"06071","county"
"Milwaukee County, Wisconsin",-87.9065334,43.0387949,"EmploymentPreference4th","D","Korea, South",127.766922,35.907757,"55079","county"
"Montgomery County, Texas",-95.4777811,30.3213482,"EmploymentPreference2nd","6","Korea, South",127.766922,35.907757,"48339","county"
"Orange County, California",-117.8311428,33.7174708,"EmploymentPreference3rdSkilled","235","Korea, South",127.766922,35.907757,"06059","county"
"Tarrant County, Texas",-97.3516558,32.7732044,"EmploymentPreference4th","11","Korea, South",127.766922,35.907757,"48439","county"
"Delaware County, Pennsylvania",-75.3878525,39.907793,"EmploymentPreference5th","D","Korea, South",127.766922,35.907757,"42045","county"
"Fresno County, California",-119.2320784,36.9858984,"EmploymentPreference2nd","4","Korea, South",127.766922,35.907757,"06019","county"
"Loudoun County, Virginia",-77.6536125,39.076767,"FamilyPreference2nd","D","Korea, South",127.766922,35.907757,"51107","county"
