"CountyState","lon","lat","CountryofBirth","MajorClassAdmission","Admissions"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Cambodia","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","RefugeeandAsyleeAdjustments","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesSpouses","17"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesChildren","4"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","ImmediateRelativesParents","8"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","FamilyPreference4th","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","FamilyPreference3rd","9"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","FamilyPreference2nd","8"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","FamilyPreference1st","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","EmploymentPreference3rdSkilled","D"
"Adams County, Colorado",-104.1930918,39.8398269,"China, People's Republic","EmploymentPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","ImmediateRelativesSpouses","12"
"Adams County, Colorado",-104.1930918,39.8398269,"India","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","ImmediateRelativesParents","4"
"Adams County, Colorado",-104.1930918,39.8398269,"India","FamilyPreference4th","9"
"Adams County, Colorado",-104.1930918,39.8398269,"India","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference4th","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference3rdSkilled","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"India","EmploymentPreference1st","4"
"Adams County, Colorado",-104.1930918,39.8398269,"India","DiversityProgram","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Indonesia","RefugeeandAsyleeAdjustments","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Indonesia","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Indonesia","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","ImmediateRelativesSpouses","7"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Korea, South","EmploymentPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Laos","ImmediateRelativesSpouses","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Laos","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Laos","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","RefugeeandAsyleeAdjustments","5"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","ImmediateRelativesParents","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","FamilyPreference2nd","8"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","EmploymentPreference3rdSkilled","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Nepal","DiversityProgram","30"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","RefugeeandAsyleeAdjustments","5"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Pakistan","FamilyPreference1st","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesSpouses","10"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesChildren","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","ImmediateRelativesParents","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","FamilyPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Philippines","EmploymentPreference2nd","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Thailand","ImmediateRelativesSpouses","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Thailand","EmploymentPreference3rdSkilled","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference2nd","16"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","ImmediateRelativesChildren","4"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference1st","D"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","ImmediateRelativesParents","11"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","FamilyPreference4th","20"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","ImmediateRelativesSpouses","15"
"Adams County, Colorado",-104.1930918,39.8398269,"Vietnam","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","ImmediateRelativesSpouses","8"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","ImmediateRelativesParents","4"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","FamilyPreference4th","16"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","EmploymentPreference2nd","14"
"Alameda County, California",-121.7195459,37.6016892,"Bangladesh","EmploymentPreference1st","6"
"Alameda County, California",-121.7195459,37.6016892,"Bhutan","RefugeeandAsyleeAdjustments","4"
"Alameda County, California",-121.7195459,37.6016892,"Bhutan","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","RefugeeandAsyleeAdjustments","12"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesSpouses","9"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","ImmediateRelativesParents","27"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference4th","35"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference3rd","23"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference2nd","8"
"Alameda County, California",-121.7195459,37.6016892,"Burma","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Burma","DiversityProgram","10"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","ImmediateRelativesSpouses","18"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","ImmediateRelativesParents","16"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","FamilyPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","FamilyPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Cambodia","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","RefugeeandAsyleeAdjustments","140"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesSpouses","276"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesChildren","43"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","ImmediateRelativesParents","325"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference4th","314"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference3rd","94"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference2nd","215"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","FamilyPreference1st","29"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference5th","48"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference3rdSkilled","263"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference2nd","94"
"Alameda County, California",-121.7195459,37.6016892,"China, People's Republic","EmploymentPreference1st","184"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference4th","36"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference3rd","4"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesParents","6"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","ImmediateRelativesSpouses","15"
"Alameda County, California",-121.7195459,37.6016892,"Hong Kong","FamilyPreference2nd","7"
"Alameda County, California",-121.7195459,37.6016892,"India","RefugeeandAsyleeAdjustments","69"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesSpouses","178"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference1st","6"
"Alameda County, California",-121.7195459,37.6016892,"India","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesParents","454"
"Alameda County, California",-121.7195459,37.6016892,"India","ImmediateRelativesChildren","12"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference4th","285"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference2nd","59"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference5th","10"
"Alameda County, California",-121.7195459,37.6016892,"India","FamilyPreference3rd","36"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference1st","415"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference3rdSkilled","143"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference2nd","198"
"Alameda County, California",-121.7195459,37.6016892,"India","EmploymentPreference4th","10"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","RefugeeandAsyleeAdjustments","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","ImmediateRelativesSpouses","5"
"Alameda County, California",-121.7195459,37.6016892,"Indonesia","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Japan","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","ImmediateRelativesSpouses","22"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference2nd","9"
"Alameda County, California",-121.7195459,37.6016892,"Japan","DiversityProgram","4"
"Alameda County, California",-121.7195459,37.6016892,"Japan","EmploymentPreference3rdSkilled","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesParents","17"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","ImmediateRelativesSpouses","31"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference3rd","4"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference1st","30"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","FamilyPreference4th","9"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference3rdSkilled","24"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Korea, South","EmploymentPreference2nd","91"
"Alameda County, California",-121.7195459,37.6016892,"Laos","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Laos","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Laos","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Macau","FamilyPreference4th","7"
"Alameda County, California",-121.7195459,37.6016892,"Macau","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Macau","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Macau","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Macau","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","ImmediateRelativesSpouses","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","FamilyPreference4th","6"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","FamilyPreference3rd","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference2nd","12"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Malaysia","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","RefugeeandAsyleeAdjustments","21"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","ImmediateRelativesSpouses","11"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","ImmediateRelativesParents","4"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","Other","9"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","DiversityProgram","28"
"Alameda County, California",-121.7195459,37.6016892,"Mongolia","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","ImmediateRelativesChildren","D"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","RefugeeandAsyleeAdjustments","47"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","ImmediateRelativesSpouses","18"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","FamilyPreference2nd","8"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","ImmediateRelativesParents","22"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","EmploymentPreference2nd","9"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","DiversityProgram","41"
"Alameda County, California",-121.7195459,37.6016892,"Nepal","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference1st","7"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesSpouses","36"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference3rdSkilled","12"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesChildren","7"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","ImmediateRelativesParents","37"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference3rd","5"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","RefugeeandAsyleeAdjustments","13"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference4th","42"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","FamilyPreference2nd","17"
"Alameda County, California",-121.7195459,37.6016892,"Pakistan","EmploymentPreference2nd","36"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesSpouses","181"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesChildren","79"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference4th","5"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference4th","115"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","ImmediateRelativesParents","173"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference3rdUnskilled","5"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference1st","63"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference2nd","25"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference1st","D"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference3rd","34"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","FamilyPreference2nd","270"
"Alameda County, California",-121.7195459,37.6016892,"Philippines","EmploymentPreference3rdSkilled","27"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","ImmediateRelativesSpouses","6"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","FamilyPreference3rd","D"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","FamilyPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","EmploymentPreference3rdSkilled","5"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","EmploymentPreference1st","6"
"Alameda County, California",-121.7195459,37.6016892,"Singapore","EmploymentPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","RefugeeandAsyleeAdjustments","5"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","Other","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","FamilyPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","EmploymentPreference3rdSkilled","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","ImmediateRelativesSpouses","4"
"Alameda County, California",-121.7195459,37.6016892,"Sri Lanka","EmploymentPreference2nd","5"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesChildren","4"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesParents","12"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","ImmediateRelativesSpouses","23"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference1st","5"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference4th","22"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference3rdSkilled","14"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference2nd","61"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference5th","8"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","EmploymentPreference1st","9"
"Alameda County, California",-121.7195459,37.6016892,"Taiwan","DiversityProgram","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","RefugeeandAsyleeAdjustments","4"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesSpouses","22"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesChildren","5"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","FamilyPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","FamilyPreference2nd","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","EmploymentPreference4th","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","EmploymentPreference3rdSkilled","8"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","ImmediateRelativesParents","D"
"Alameda County, California",-121.7195459,37.6016892,"Thailand","EmploymentPreference2nd","4"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesSpouses","103"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesParents","99"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference4th","169"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","ImmediateRelativesChildren","19"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference1st","19"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference3rd","116"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference5th","D"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference3rdSkilled","11"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","FamilyPreference2nd","80"
"Alameda County, California",-121.7195459,37.6016892,"Vietnam","EmploymentPreference2nd","7"
"Albany County, New York",-73.9359821,42.5756797,"Bangladesh","ImmediateRelativesSpouses","6"
"Albany County, New York",-73.9359821,42.5756797,"Bangladesh","ImmediateRelativesChildren","D"
"Albany County, New York",-73.9359821,42.5756797,"Bangladesh","RefugeeandAsyleeAdjustments","5"
